job_id,year,job_title,company,location,job_text,matched_keywords,posting_date,matched_keywords,job_domain_keywords,city,state
2025_0692,2025,Team Lead Data Science (f/m/d),AUTO1 Group,Berlin,"Team Lead Data Science (f/m/d) Company Description We are seeking a technically skilled Team Leader to join our dynamic Data Science department at AUTO1 Group Technology. As part of our disruptive approach in the used car market, our team leverages cutting-edge technology to gather and analyze data, optimizing our platforms and processes. AUTO1 Group is Europe's leading digital automotive platform. We revolutionize the used car market with our well-known brands Autohero, wirkaufendeinauto.de, and AUTO1.com. Your new Role Collaborate closely with your team and key stakeholders to convert business requirements into Machine Learning solutions Foster a culture that values data-driven decision-making within the organization and aid in the enhancement of our data platform Offer ML and engineering expertise and ensure your team builds, deploys and maintains high standards models Drive innovation and creativity within your team, encouraging them to explore new data science techniques and approaches Empower your team by supporting members to grow and take ownership of data science projects Continually assess and improve the team's performance, setting clear expectations and providing constructive feedback Your Skills Deep knowledge in statistical and quantitative analysis, coupled with practical expertise in SQL and Python, honed over several years. Experience with cloud platforms like AWS, Azure, or Google Cloud is a significant advantage Proven leadership skills, with a track record of delivering end-to-end Machine Learning products in collaborative environments Excellent communication skills: you can effectively interact with stakeholders to understand their requirements, as well as communicate complex technical concepts to your data science colleagues Machine Learning: hands-on experience with a wide array of machine learning methods, along with the ability to discern the most suitable technique for various problems Strong motivational and managerial skills to guide, support, and inspire your team to reach their objectives Our Offer 30 days of vacation per year. Educational budget to support your continuous learning and development. Freedom to choose the operating system you prefer working with. Exciting team events like Hackathons, foster collaboration and innovation. Discounts at Autohero, our platform for high-quality used cars. Contact Marija Dimitrova #LI-A1","ml, machine learning, data science, ml ",2025-05-28,"ml, machine learning, data science, ml ","machine learning, artificial intelligence",Berlin,Berlin
2025_0701,2025,Data Scientist I,Lukos,70173 Stuttgart,"Data Scientist I Data Scientist I Please note: This position is contingent upon the award of a contract. We will provide updates on the status of the contract and next steps during the hiring process. Minimum Qualifications Summary Certification & Education Associates Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience TS/SCI Clearance Eligible Experience Required 1-4 Years of industry experience in predictive modeling, data science, and analysis Job Objective Providing Data Scientist Support to the Chief Digital and Artificial Intelligence (AI) Office (CDAO)| ACCELERATING DATA AND ARTIFICAL INTELLIGENCE (ADA) Team located at US European Command (EUCOM). Responsibilities Develops Artificial Intelligence and Data Science solutions using algorithmic and qualitative methods to meet the predictive analytics needs of the organization. Performs analysis and processing of data into feature sets for Data Science and Artificial Intelligence Applications. Trains and maintains algorithmic AI models Collects metrics and develops methods for quantitative measurement of algorithmic predictive power Helps to integrate AI models into software solutions that meet organizational needs Takes measure to ensure adherence to organizational guidelines for security and the ethical use of AI Documents technical solutions. Education & Certification Associates Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience Security Clearance TS/SCI Clearance Eligible Work Location Stuttgart, Germany About Lukos Lukos has been delivering professional services to the Federal Government for 15 years. We help a variety of federal agencies in areas such as national security, homeland security, international development, training, analytics, healthcare, and other professional services. Since our founding, we have grown to support all military services and multiple federal civilian agencies. About Our Name: Lukos is ancient Greek for “wolf”. The characteristics of the wolf match our approach to national security. The wolf is known for cunning, aggression, patience, and teamwork. An individual wolf is smart, strong, and resilient, but the true strength of wolves is their ability to work together as a wolfpack. Kipling said it best in The Law of the Jungle. ""For the strength of the pack is the wolf, and the strength of the wolf is the pack."" At Lukos we take care of our pack by offering full time employees competitive benefits to include: medical, dental, vision, 401(k), life insurance, short and long term disability coverage, paid time off and Federal holidays. Lukos is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, disability, or national origin.","machine learning, predictive analytics, ai, artificial intelligence, artifical intelligence, data science, data scientist",2025-05-29,"machine learning, predictive analytics, ai, artificial intelligence, artifical intelligence, data science, data scientist","machine learning, artificial intelligence",Stuttgart,Baden-Württemberg
2019_0425,2019,Führungskräfte Jobs in Stolberg (Rheinland),Energie- und Wasser-Versorgung GmbH,Deutschland,"Führungskräfte Jobs in Stolberg (Rheinland) **Überblick:** Als Teamleiter/in IT bei der Energie- und Wasser-Versorgung GmbH sind Sie verantwortlich für die Führung eines kleinen Teams im produktionsnahen IT-Umfeld. Ihre Aufgabe umfasst die Sicherstellung einer stabilen IT-Infrastruktur sowie die Integration von Machine Learning und AI zur Optimierung der Betriebsabläufe. **Aufgaben:** - Führung eines kleinen Teams im produktionsnahen IT-Umfeld - Bereitstellung einer auf die Businessanforderungen abgestimmten IT-Landschaft im Produktionsumfeld - Aufbau eines sicheren IT-Betriebs im industriellen Bereich entsprechend des Cyberdefense Plans - Lenkung und Steuerung von IT-Projekten in enger Zusammenarbeit mit internen und externen Dienstleistern - Sicherstellung konsistenter IT-Prozesse und stabiler IT-Services - Durchführung von Incident und Change Management (ITIL) - Integration von Machine Learning Modellen zur Optimierung der Betriebsabläufe **Anforderungen:** - Abgeschlossenes Studium in Informatik, Wirtschaftsinformatik oder einem vergleichbaren Bereich - Erfahrung im IT-Management und in der Führung von Teams - Kenntnisse in Machine Learning Frameworks wie scikit-learn oder XGBoost - Verständnis von AI-Anwendungen zur Prozessoptimierung - Erfahrung mit ITIL, Cyberdefense und IT-Sicherheit - Gute Kommunikationsfähigkeiten und Teamgeist","machine learning, ai",2019-11-12,"machine learning, ai","machine learning, artificial intelligence",Köln,Nordrhein-Westfalen
2025_0541,2025,AI Data Scientist Payments (m/f/d),CGI,Koblenz,"AI Data Scientist Payments (m/f/d) Category: Infrastructure/Cloud Main location: Germany, Eschborn, Koblenz, Kaiserslautern Position ID: J1224-1120 Employment Type: Full Time Position Description: Als AI Data Scientist (m/f/d) begleitest du spannende Projekte rund um das Thema KI und Data Science. Du unterstützt unsere Kunden von der Datenerhebung und Vorbereitung bis hin zur Automatisierung und Implementierung Systemen. Dabei unterstützt du in unserem Team neben unseren Kunden aus dem Finanzdienstleistungssektor auch Asset Managements und neue Fin-Techs. Your future duties and responsibilities: • Sammeln, Bereinigen und Vorverarbeiten von Daten aus verschiedenen Quellen wie Datenbanken, APIs oder Web-Scraping-Tools • Verwenden von Algorithmen des maschinellen Lernens (z. B. Clustering, Regression), um verborgene Muster oder Trends zu identifizieren. • Anwendung von Techniken wie Datennormalisierung, Transformation und Feature-Selection • Entwicklung, Training und Optimierung von maschinellen Lernmodellen für Aufgaben wie Klassifikation, Regression, Clustering und Empfehlungssysteme • Zusammenarbeit mit KI-Entwickler:innen, Ingenieur:innen und Produktteams, um innovative Lösungen zu schaffen Required qualifications to be successful in this role: • Du hast ein Studium im Bereich (Wirtschafts-) Informatik, Mathematik, Statistik abgeschlossen oder verfügst über eine vergleichbare Qualifikation • Du kennst dich gut mit den verschiedenen Machine Learning Verfahren und Modellarten aus • Du hast idealerweise bereits zwei oder mehr Jahre Berufserfahrung im Bereich Data Science oder mit Anwendungen von KI sowie erste Erfahrungen in Programmiersprachen • Du beherrschst Tools wie Pandas, NumPy und Scikit-learn für die Datenmanipulation und -analyse • Du verfügst über Problemlösungsfähigkeiten und analytisches Denken, um komplexe Datenherausforderungen zu bewältigen und umsetzbare Erkenntnisse abzuleiten • Deutsch und Englisch beherrschst du fließend in Wort und Schrift (Deutsch mindestens auf B2-Niveau) WAS WIR BIETEN • Bei uns findest du Kolleg:innen, mit denen die Zusammenarbeit Spaß macht. Wir begegnen uns offen, duzen uns über alle Positionen hinweg und denken nicht in Hierarchien oder Silos. • Du profitierst von flexiblen Arbeitszeiten und hast je nach Kundensituation die Möglichkeit, von zuhause zu arbeiten. • Du arbeitest meist direkt an deinem Heimatort – weil wir Kundennähe wörtlich nehmen und uns Work-Life-Balance am Herzen liegt. • Deine Weiterentwicklung wird individuell gefördert: zum Beispiel mit Trainings, Zertifizierungen, dem Besuch von Konferenzen und Fachvorträgen und einem auf dich zugeschnittenen Entwicklungsplan. • Einen Teil deines Bruttogehalts kannst du in CGI-Aktien investieren – bis maximal 3 % des Monatsgehalts geben wir für jeden Euro einen weiteren hinzu. • Außerdem beteiligen wir dich am Unternehmenserfolg: Du erhältst eine Gewinnbeteiligung, die sich nach deiner individuellen Leistung richtet sowie danach, wie wir als Unternehmen unsere finanziellen Ziele erreichen konnten. • Wir bieten verschiedene Modelle, damit du mobil sein kannst: Bahncard, Dienstfahrrad oder Firmenwagen. • Sabbatical oder Elternzeit werden unterstützt. Sie sind bei uns kein Karriere-Stopper! • Eine Vielzahl an gemeinsamen Events und Freizeitaktivitäten stärkt deine Verbundenheit mit deinen Kolleg:innen. #LI-AS2 Skills: Artificial Intelligence What you can expect from us: Together, as owners, let’s turn meaningful insights into action. 1976 gegründet und nach wie vor familiengeführt, ist CGI heute einer der weltweit größten unabhängigen Anbieter von IT und Business Consulting. Ein hohes Maß an Eigenverantwortung, Teamwork, Respekt und Zusammenhalt machen das Arbeiten bei uns besonders. Bei uns kannst du dein volles Potenzial entfalten! Du darfst dich vom ersten Tag an als Miteigentümer:in von CGI verstehen. Wir lassen unsere Vision gemeinsam Wirklichkeit werden. Wir profitieren von unserem gemeinsamen Erfolg und haben die Möglichkeit und die Verantwortung, die Strategie und Ausrichtung unseres Unternehmens aktiv mitzugestalten. Deine Arbeit schafft Mehrwert. Du findest innovative Lösungen und stärkst dein Netzwerk aus Kolleg:innen und Kunden. Gleichzeitig hast du Zugang zu globalen Ressourcen, um große Ideen zu verwirklichen, neue Chancen zu nutzen und von der immensen Branchen- und Technologie-Kompetenz zu profitieren. Du bringst deine Karriere voran, da du in einem Unternehmen arbeitest, das auf Wachstum und Langlebigkeit ausgelegt ist. Du wirst von Führungskräften unterstützt, die deine Gesundheit und Zufriedenheit fördern – und dir Möglichkeiten bieten, deine Fähigkeiten zu vertiefen und deinen Horizont zu erweitern.","machine learning, ai, ki, artificial intelligence, data science, data scientist",2025-06-03,"machine learning, ai, ki, artificial intelligence, data science, data scientist","machine learning, artificial intelligence",Koblenz,Rheinland-Pfalz
2025_0383,2025,Cloud Data Scientist,General Dynamics Information Technology,65205 Wiesbaden,"Cloud Data Scientist Type of Requisition: Regular Clearance Level Must Currently Possess: Secret Clearance Level Must Be Able to Obtain: Secret Public Trust/Other Required: None Job Family: Data Analysis Job Qualifications: Skills: Analytical Thinking, Data Analysis, Statistics Certifications: None Experience: 3 + years of related experience US Citizenship Required: Yes Job Description: At GDIT, people are our differentiator. The Cloud Data Scientist is responsible for activities related to implementing approaches for analyzing cost and usage information including modeling, visualization, reporting, and analytics. A successful candidate will be able to contribute to data collection and visualization, as well as identify and implement solutions that use statistics, machine learning, and artificial intelligence to enhance data value. This role guarantees CMS and the application owners have the information needed to ensure the hybrid cloud is efficient, effective, and secure. HOW A CLOUD DATA SCIENTIST WILL MAKE AN IMPACT: Performs scientific work associated with the analytical, statistical, and programming skills to collect, analyze, and interpret large data sets; develop data-driven solutions to difficult business challenges Design, implement, test and maintain the ETL, ODBC, and/or API processes to ingest and prepare data for analysis Analyze internal and/or industry data using statistical techniques and provide reports/feedback Summarize and communicate those answers to other teams in the organization for action and decision making Access data, cleanse data, perform statistical analysis, visualize data and communicate results Identify, analyze, and interpret trends in multiple data sets Assisting coworkers with collecting and reviewing financial data from various Cloud sources. (i.e. Cloudtamer, CloudCheckr, Cloud native cost management tools) using APIs Performing technical analysis to help Business Owners determine the impact of cloud adoption Providing financial analysis on AWS services to determine areas of optimization Creates, maintains, updates financial deliverable via Microsoft Excel or other financial dashboards Analyzes customer cloud requirements and provide technical knowledge on cloud computing techniques and technologies of low- moderate complexity Research, evaluate, and deploy cloud computing optimization techniques Assists with the management of the AWS master payer account with 900+ linked accounts Extensive, timely customer service AWS & MAG Cost analysis using deep understanding of Cost usage reports - writing SQL queries in AWS (Athena) to customize reports is a plus Assist with validating and improving BI Dashboards (e.g., QuickSight, PowerBI) Using AWS Trusted Advisor, Cost Anomaly, QuickSight, Bedrock Participates in special projects as required WHAT YOU’LL NEED TO SUCCEED: Education: Bachelor’s degree in Information Systems, Computer Science, Engineering, or a related technical discipline, or the equivalent combination of education, technical certifications or training, or work experience Required Experience: 3+ years relevant experience in Cloud or Financial Operations specifically with AWS Required Technical Skills: Strong Python program language skills (boto3); Ability to run API queries on cost and billing data; Experience with SQL queries; JSON & YAML experience; Experience in CloudWatch metrics, S3, Cost and Usage Data; Cloud optimization expertise in AWS experience required; Understanding of Cloud Technologies; Being able to look at a large data set and identify trends; General statistics and economics skills; Expert level experience with Microsoft Excel; Experience with machine learning and artificial intelligence such as AWS SageMaker and AWS Bedrock Security Clearance Level: Secret Level Security Clearance Required Skills and Abilities: Effective communication skills both orally and written; Effective organizational skills; Experience with communicating complex data analysis clearly and understandably to people with no statistics or programming background Preferred Skills: AWS Certification; Master's degree is preferred; Microsoft Azure is a plus Location: Wiesbaden Germany GDIT IS YOUR PLACE: 401K with company match Comprehensive health and wellness packages Internal mobility team dedicated to helping you own your career Professional growth opportunities including paid education and certifications Cutting-edge technology you can learn from Rest and recharge with paid vacation and holidays· The likely salary range for this position is $102,000 - $138,000. This is not, however, a guarantee of compensation or salary. Rather, salary will be set based on experience, geographic location and possibly contractual requirements and could fall outside of this range. Total compensation for international positions varies by tax, social security, and immigration statuses, as well as location. Generally, an international assignment may include allowances, premium uplifts, and/or relocation or transportation benefits, above base salary range noted. Scheduled Weekly Hours: 40 Travel Required: Less than 10% Telecommuting Options: Onsite Work Location: DEU Wiesbaden - Wiesbaden Army Airfield (APC180) Additional Work Locations: Total Rewards at GDIT: Our benefits package for all US-based employees includes a variety of medical plan options, some with Health Savings Accounts, dental plan options, a vision plan, and a 401(k) plan offering the ability to contribute both pre and post-tax dollars up to the IRS annual limits and receive a company match. To encourage work/life balance, GDIT offers employees full flex work weeks where possible and a variety of paid time off plans, including vacation, sick and personal time, holidays, paid parental, military, bereavement and jury duty leave. To ensure our employees are able to protect their income, other offerings such as short and long-term disability benefits, life, accidental death and dismemberment, personal accident, critical illness and business travel and accident insurance are provided or available. We regularly review our Total Rewards package to ensure our offerings are competitive and reflect what our employees have told us they value most. We are GDIT. A global technology and professional services company that delivers consulting, technology and mission services to every major agency across the U.S. government, defense and intelligence community. Our 30,000 experts extract the power of technology to create immediate value and deliver solutions at the edge of innovation. We operate across 50 countries worldwide, offering leading capabilities in digital modernization, AI/ML, Cloud, Cyber and application development. Together with our clients, we strive to create a safer, smarter world by harnessing the power of deep expertise and advanced technology. Join our Talent Community to stay up to date on our career opportunities and events at gdit.com/tc. Equal Opportunity Employer / Individuals with Disabilities / Protected Veterans","ml, machine learning, ai, artificial intelligence, data scientist, ai/ml",2025-06-18,"ml, machine learning, ai, artificial intelligence, data scientist, ai/ml","machine learning, artificial intelligence",Wiesbaden,Hessen
2025_0657,2025,(Senior) Consultant Data Engineering (w/m/d),STATWORX,Frankfurt am Main,"(Senior) Consultant Data Engineering (w/m/d) statworx ist ein führendes Beratungs- und Entwicklungsunternehmen für Daten und KI mit Sitz in Frankfurt am Main. Wir bieten strategische Beratung für mittelständische Unternehmen und globale Konzerne. Wir entwickeln innovative Daten- & KI-Lösungen für alle Unternehmensbereiche und Tätigkeitsfelder. Wir befähigen Menschen auf allen Kompetenzniveaus mit unseren Daten- & KI-Bildungsformaten. Kurz gesagt: Wir unterstützen Unternehmen bei allen Aspekten der digitalen Transformation – seit mehr als 10 Jahren, in über 1000 Daten- & KI-Projekten und für über 100 Kunden aus fast allen Industrien. Unsere AI Development-Abteilung dient als Katalysator für Data & AI Transformation. Dabei setzen wir auf eine ganzheitliche Herangehensweise, die von der initialen Evaluierung der KI-Reife über die Konzeption und Ausarbeitung der Daten- und KI-Lösung bis hin zur praktischen Umsetzung und Skalierung von KI-Lösungen reicht. Durch unsere tiefgehende Expertise in Data Engineering, Data Science, Machine Learning sorgen wir dafür, dass unsere Kunden den maximalen Nutzen aus ihren Daten ziehen. Als Teil unseres Projektteams sorgst du für fortschrittliche Data-Science- und Analyselösungen durch die Integration und Verarbeitung verschiedener Datenquellen, einschließlich strukturierter und unstrukturierter Daten Du entwickelst und implementierst skalierbare und moderne Datenplattformen, um die Anforderungen unserer Kunden zu erfüllen und sorgst für optimale Leistung, Sicherheit und Stabilität Du bietest unseren Kunden und internen Kollegen strategische Beratung zu Datenarchitektur, Technologien, Tools und Best Practices und fungierst als zuverlässiger Berater Du implementierst und orchestrierst End-to-End-Datenprozesse mit einem starken Fokus auf Datenqualität, -sicherheit und -stabilität Du verantwortest den Aufbau und Betrieb skalierbarer Dateninfrastrukturen in Cloud-Umgebungen und automatisierst Deployments sowie Monitoring-Systeme zur Sicherstellung von Zuverlässigkeit und Verfügbarkeit Du betreust und berätst jüngere Kolleg:innen und förderst eine Kultur der Zusammenarbeit und des Wissensaustauschs Du gibst dein Wissen aktiv weiter zum Beispiel durch Workshops, technische Blogbeiträge oder Präsentationen auf internen Veranstaltungen Du hast ein erfolgreich abgeschlossenes Masterstudium, z.B. im Bereich der (Wirtschafts-)Informatik oder einem vergleichbaren Studiengang Du verfügst über 5 Jahre an einschlägiger Berufserfahrung im Bereich Data Engineering Du hast sehr gute Kenntnisse in Python, Bash/Shell und SQL sowie im Schreiben von sauberem, effizientem und wartbarem Code Du bringst zudem idealerweise Kenntnisse in R, Scala, Java oder C mit Du verfügst über fundierte Kenntnisse moderner Datenarchitekturen wie Data Lakes und Data Lakehouses sowie über ein ausgeprägtes Verständnis von relationalen Datenbanken und ETL-Prozessen Du hast praktische Erfahrung mit dezentralen Systemen (z. B. Apache Spark, Kafka) und bist versiert in der Nutzung von Cloud-Plattformen (AWS, Azure, GCP) zur Erstellung robuster Datenlösungen Du bringst idealerweise Erfahrung in der Verarbeitung unstrukturierter Daten im Kontext von Large Language Models (LLMs) und Retrieval-Augmented Generation (RAG) mit Du bist in der Lage, technische Diskussionen zu leiten und effektiv mit Stakeholdern auf allen Ebenen zu kommunizieren - auch mit nicht-technischen Zielgruppen Du übernimmst Verantwortung für deine Arbeit und gehst Herausforderungen mit einer strukturierten, detailorientierten Denkweise an Du sprichst fließend Englisch (in Wort und Schrift) und verfügst über fortgeschrittene Deutschkenntnisse oder bist bereit, diese zu verbessern Die Arbeit an spannenden Zukunftsthemen mit modernsten Technologien in den Bereichen Data Engineering, Data Science, Machine Learning und KI Fachlich komplexe Fragestellungen, vielseitige Projekte und somit eine steile Lernkurve Umfassende methodische und persönliche Weiterentwicklungsmöglichkeiten Flache, teambasierte Hierarchien und ein freundschaftliches Arbeitsklima sowie kurze Entscheidungswege und -prozesse, gepaart mit einer agilen Arbeitsweise und regelmäßigem Feedback Ein offenes, integratives, chancengleiches Arbeitsumfeld Ein modernes, hochwertig eingerichtetes Office, das zum Austauschen und Verweilen einlädt, sowie die Möglichkeit flexibel auch von anderen Orten zu arbeiten, einschließlich bis zu 4 Wochen aus anderen EU-Ländern Ermäßigtes Jobticket Deutschland sowie kostengünstiger Zugang zu einer Vielzahl von Sport- und Wellnessangeboten (Wellpass) Und viele weitere Benefits, wie Apple IT-Ausstattung (MacBook Pro), regelmäßige Team-Events, Employee Discounts, Kinderbetreuungsunterstützung, kostenfreie Getränke und Snacks Bewirb Dich einfach über das Bewerbungsformular und hänge Deinen aktuellen Lebenslauf samt Darstellung deiner Methodenkenntnisse an. Wir werden uns anschließend umgehend bei Dir melden. Bei Fragen rund um Deine Bewerbung oder die verschiedenen Einstiegsmöglichkeiten erreichst Du uns telefonisch unter +49-(0)69-6783-0676-5 oder unter jobs@statworx.com. Was für uns besonders wichtig ist: Wir schätzen die Einzigartigkeit jedes Menschen und begegnen einander stets auf Augenhöhe. Unterschiedliche Hintergründe, Einstellungen und Ideen bereichern uns und bilden die Grundlage unseres Erfolgs. Daher freuen wir uns über jede Bewerbung – unabhängig von Geschlecht, Nationalität, ethnischer und sozialer Herkunft, Religion, Weltanschauung, Behinderung, Alter sowie sexueller Orientierung und Identität.","machine learning, ai, ki, data science, llms, large language",2025-06-03,"machine learning, ai, ki, data science, llms, large language","machine learning, artificial intelligence",Frankfurt am Main,Hessen
2019_0798,2019,Scientific Researcher (m/w/d) Artificial Intelligence for Autonomous Perception - AI Residency Program,Sonova Deutschland GmbH,München,"Scientific Researcher (m/w/d) Artificial Intelligence for Autonomous Perception - AI Residency Program Überblick: Als Scientific Researcher im Bereich Artificial Intelligence entwickeln Sie innovative Lösungen für autonome Wahrnehmungssysteme. Ihre Arbeit trägt zur Verbesserung der Intelligenz und Effizienz unserer Systeme bei. Aufgaben: - Entwicklung von AI-Algorithmen zur Verbesserung autonomer Perzeptionsfähigkeiten - Anwendung von Machine Learning Modellen in realen Szenarien - Zusammenarbeit mit interdisziplinären Teams zur Integration und Optimierung von AI-Lösungen Anforderungen: - Abgeschlossenes Studium im Bereich Informatik, Maschinenbau oder einem verwandten Fachgebiet - Erfahrung in der Anwendung von Machine Learning Frameworks wie TensorFlow oder PyTorch 1.0 - Kenntnisse in Programmiersprachen wie Python und R sowie in Datenanalyse mit Pandas und NumPy","machine learning, ai, artificial intelligence, pytorch, tensorflow",2019-10-15,"machine learning, ai, artificial intelligence, pytorch, tensorflow","machine learning, artificial intelligence",München,Bayern
2025_0240,2025,Post Doc Statistik (m/w/d),BI Pharma GmbH&Co.KG,Biberach an der Riß,"Post Doc Statistik (m/w/d) Die Stelle Gestalten Sie die Zukunft der biopharmazeutischen Entwicklung – mit Ihrer statistischen Expertise! In dieser spannenden Postdoc-Position planen und analysieren Sie statistische Daten und leisten damit einen wertvollen Beitrag zur Optimierung von Bioprozess-, pharmazeutischen und analytischen Entwicklungsprojekten. Werden Sie Teil eines engagierten Teams und bringen Sie Ihre Ideen in die Praxis ein. Diese Stelle ist mit 80 % Prozent teilzeitfähig. Hinweis: Diese Stelle ist befristet auf 2 Jahre. Um das Auffinden unserer Stellenausschreibungen zu erleichtern, verwenden wir die übliche Bezeichnung ""Post Doc"". Selbstverständlich richtet sich diese Anzeige nicht nur an Bewerberinnen und Bewerber direkt nach Abschluss ihrer Promotion, sondern an alle qualifizierten Kandidatinnen und Kandidaten. Aufgaben und Zuständigkeiten In Ihrer neuen Rolle planen und analysieren Sie statistische Daten innerhalb der biopharmazeutischen Entwicklung und tragen so zur Optimierung von Bioprozess-, pharmazeutischen und analytischen Entwicklungsprojekten bei. Darüber hinaus entwickeln Sie neue statistische, Machine Learning- oder Bayesianische Konzepte und verfeinern Methoden auf dem neuesten Stand der Technik, um eine höhere Qualität, Effizienz und verbesserte Compliance zu gewährleisten. Mit Ihrer Expertise erstellen Sie hochwertige statistische Analysen und unterstützen die Veröffentlichung wissenschaftlicher Ergebnisse. Gemeinsam mit interdisziplinären Teams aus Prozess- und Analyseexperten erarbeiten Sie statistische Lösungen, um biologische Ursachen zu analysieren und produktübergreifendes Prozesswissen zu generieren. Ihre ausgeprägten Kommunikations- und Netzwerkfähigkeiten nutzen Sie, um Beziehungen zu internen und externen Interessengruppen aufzubauen und Schulungen für Wissenschaftler durchzuführen. Zusätzlich übernehmen Sie die Verantwortung für die Konzeption, Planung und Koordination von mittelgroßen bis großen Vorhersageprojekten, die u.a. auf Machine Learning, Predictive Analytics und Data Management basieren. Anforderungen Abgeschlossene Promotion/PhD in den Bereichen Statistik, Biometrie, Physik, Psychologie oder Mathematik Sehr gute Programmierkenntnisse in GNU-R, oder Python Ausgezeichnete Kenntnisse in der Analyse von hochdimensionalen Daten, z.B. Techniken der Hauptkomponentenanalyse, LASSO, Random Forest Kenntnisse im Design of Experiment (DoE) und Umgang mit entsprechenden Software-Tools sind von Vorteil Erfahrung in der (bio-)pharmazeutischen Industrie sowie Vertrautheit mit relevanten Guidelines (EMA, FDA, ICH) sind wünschenswert Fließende Deutsch- und Englischkenntnisse in Wort und Schrift Sie wollen mit uns in Kontakt treten? Sie haben noch Fragen zur Stellenausschreibung oder zum weiteren Vorgehen? Bitte wenden Sie sich an unser HR Direct Team, Tel.: +49 (0) 6132 77-3330 oder per Mail: hr.de@boehringer-ingelheim.com Der Rekrutierungsprozess: 1. Schritt: Onlinebewerbung - Bewerbungsfrist ist der 22.07.2025. Wir behalten uns vor, die Ausschreibung vor dem genannten Datum offline zu nehmen, Bewerbungen bis zum 11.07.2025 sind garantiert möglich. 2. Schritt: Virtuelles Kennenlernen ab Mitte/Ende Juli 3. Schritt: Interviews vor Ort erste Septemberwoche Discover our Biberach site: xplorebiberach.com","machine learning, predictive analytics",2025-06-27,"machine learning, predictive analytics","machine learning, artificial intelligence",Biberach an der Riß,Baden-Württemberg
2025_0197,2025,AI Engineer (m/w/d),basecom GmbH & Co.KG,49084 Osnabrück,"AI Engineer (m/w/d) AI Engineer (m/w/d) Softwareentwicklung, spannende Projekte, Innovation und ein starkes Team - Das ist unsere DNA. Das ist basecom. Mit über 250 Kolleg*innen realisieren wir in Deutschland und den USA anspruchsvolle und individuelle Softwareprojekte in den Bereichen E-Commerce, Data Management und Digital Experience. Als Technologiedienstleister und innovativer Arbeitgeber sind wir stolz auf unsere einzigartige Unternehmenskultur der Offenheit und Kollegialität. Agile Arbeitsweisen, flache Hierarchien und ein freundschaftlicher Umgang von Azubi bis Unternehmensgründer zeichnen uns seit über 25 Jahren aus. Für unseren Standort in Osnabrück suchen wir ab sofort Unterstützung! Deine Aufgaben: Du entwickelst AI-gestützte Lösungen und integrierst sie in bestehende Systeme. Du automatisierst und optimierst interne Abläufe mithilfe von AI. Du setzt AI-Projekte technisch um – von der Idee bis zum Rollout. Du dokumentierst deine Arbeit und teilst dein Wissen im Team. Du unterstützt bei Demos und Use Cases für Kunden. Du bleibst am Puls der Zeit und bringst neue AI-Trends ins Unternehmen. Dein Profil: Du verfügst über ein abgeschlossenes Studium in Informatik, Data Science, Ingenieurwesen oder ähnlichem Bereich. Du hast mehrjährige Erfahrung in AI- bzw. Machine-Learning-Projekten sowie in der Arbeit mit Cloud-Plattformen (z. B. GCP) und MLOps mit. Du besitzt sehr gute Kenntnisse in Python und AI-Frameworks (z.B. TensorFlow, PyTorch, LangChain). Du denkst analytisch, zeigst Eigeninitiative und hast Lust auf Innovation. Du bringst verhandlungssichere Deutsch- und Englischkenntnisse mit. basecom GmbH & Co.KG","ai, data science, pytorch, tensorflow, mlops, ai engineer",2025-06-23,"ai, data science, pytorch, tensorflow, mlops, ai engineer","machine learning, artificial intelligence",Osnabrück,Niedersachsen
2019_0093,2019,IT Jobs bei Risk.Ident GmbH,Jobs IT bei Risk.Ident GmbH,Deutschland,"IT Jobs bei Risk.Ident GmbH JOBTITEL: Data Scientist (m/w/d) STANDORT: Hamburg --- Überblick: Als Data Scientist (m/w/d) bei Risk.Ident GmbH sind Sie Teil eines jungen, schnell wachsenden Softwareunternehmens im Bereich der Betrugsprävention. Mit Ihrer Expertise in Data Science tragen Sie dazu bei, innovative Lösungen zur Sicherung von Milliarden Euro Umsatz gegen Betrug zu entwickeln. Aufgaben: - Entwicklung und Optimierung von Machine Learning Modellen zur Betrugsprävention - Datenanalyse mit Python, R und SQL - Anwendung von Statistik und Visualisierungstechniken zur Bewertung und Darstellung von Daten - Zusammenarbeit mit interdisziplinären Teams zur Implementierung von Data Science Lösungen Anforderungen: - Abgeschlossenes Studium in Informatik, Mathematik oder einem verwandten Fachgebiet - Erfahrung mit Programmiersprachen wie Python und R sowie SQL für Datenabfragen - Kenntnisse in Machine Learning Frameworks wie scikit-learn und XGBoost - Verständnis von Modellbewertung und Datenaufbereitung - Hands-on-Mentalität und Leidenschaft für technische Lösungen","machine learning, data science, data scientist",2019-12-10,"machine learning, data science, data scientist","machine learning, artificial intelligence",Hamburg,Hamburg
